,match,0
26596937,0,ATCC 49046 
26596574,0,ATCC 8293 
26590757,0,ATCC 33430 
26586892,0,ATCC 27832 
26586875,0,ATCC 51973 
26580858,0,ATCC 55669 
26580858,1,ATCC 55669 
26580858,2,ATCC 55669 
26578959,0,ATCC 700603 
26572403,0,ATCC 20602 
26572148,0,ATCC 750 
26572053,0,ATCC 29212 
26569143,0,ATCC 33223 
26569120,0,ATCC cultures 
26567310,0,ATCC 13076 
26567310,1,ATCC 14028 
26567310,2,ATCC 7644 
26567310,3,ATCC 14028 
26567310,4,ATCC 7644 
26567034,0,ATCC Cronobacter 
26566466,0,ATCC 25923 
26566466,1,ATCC 25922 
26566466,2,ATCC 27853 
26564054,0,ATCC 14019 
26564052,0,ATCC 6538P 
26563552,0,ATCC 25922 
26562751,0,ATCC 15439 
26557516,0,ATCC 25922 
26557516,1,ATCC 25923 
26557516,2,ATCC 0266P 
26552797,0,ATCC 53964 
26552797,1,ATCC 53964 
26552692,0,ATCC 49956T 
26545758,0,ATCC 9945a 
26543131,0,ATCC 49404 
26542530,0,ATCC 12856 
26539536,0,ATCC 14028 
26537514,0,ATCC 29844T 
26529040,0,ATCC 9027 
26529040,1,ATCC 25923 
26529040,2,ATCC 6538 
26528669,0,ATCC 4342 
26528669,1,ATCC 4342 
26528669,2,ATCC 4342 
26528625,0,ATCC 13032 
26528533,0,ATCC 13124 
26528249,0,ATCC 14579 
26526927,0,ATCC 33728 
26525893,0,ATCC  
26525803,0,ATCC 700788 
26525803,1,ATCC 700788 
26525576,0,ATCC 51142 
26525245,0,ATCC 653 
26524601,0,ATCC 3502 
26522947,0,ATCC 29213 
26521267,0,ATCC 25923 
26521267,1,ATCC 13883 
26521267,2,ATCC 10231 
26520337,0,ATCC 35984 
26519698,0,ATCC  
26519562,0,ATCC 13869 
26519392,0,ATCC 7955 
26519392,1,ATCC 7955 
26519385,0,ATCC 700974 
26517483,0,ATCC 35218 
26517483,1,ATCC 29213 
26517483,2,ATCC 43300 
26517483,3,ATCC 49619 
26517483,4,ATCC 49766 
26517483,5,ATCC 10211 
26517483,6,ATCC 49247 
26516088,0,ATCC 29606 
26516088,1,ATCC 29606 
26514765,0,ATCC 9027 
26509553,0,ATCC 11842 
26508829,0,ATCC 50370 
26505320,0,ATCC 16888 
26505320,1,ATCC 9643 
26505320,2,ATCC 18804 
26505320,3,ATCC 90030 
26504849,0,ATCC 10231 
26502730,0,ATCC 10657 
26500610,0,ATCC 14579 
26497467,0,ATCC 14579 
26496792,0,ATCC 13534 
26496792,1,ATCC 25922 
26494685,0,ATCC 19609 
26494674,0,ATCC 9999 
26494674,1,ATCC 9999 
26494661,0,ATCC 14921 
29744138,0,ATCC 33277 
26494559,0,ATCC 15305 
26492174,0,ATCC 13124 
26490651,0,ATCC 2623 
26490651,1,ATCC 8383 
26486975,0,ATCC 32222 
26486202,0,ATCC 29212 
26485013,0,ATCC 25922 
26485013,1,ATCC 27853 
26485013,2,ATCC 6538 
26485013,3,ATCC 29212 
26481889,0,ATCC 29212 
26481669,0,ATCC 700610 
26479290,0,ATCC 29007 
26478298,0,ATCC 53582 
26476970,0,ATCC 27294 
26476812,0,ATCC 49025T 
26476645,0,ATCC 39116 
26476645,1,ATCC 39116 
26474980,0,ATCC 27255T 
26473841,0,ATCC 27184 
26472127,0,ATCC 8293 
26471334,0,ATCC 10231 
26469060,0,ATCC 10712 
26469060,1,ATCC 27064 
26468500,0,ATCC 25922 
26468500,1,ATCC 29213 
26468500,2,ATCC 25922 
26468500,3,ATCC 25922 
26467694,0,ATCC 12472 
26465807,0,ATCC 21929 
26455352,0,ATCC strains 
26454305,0,ATCC 25922 
26453472,0,ATCC 824 
26453472,1,ATCC 824 
26453472,2,ATCC 824 
26453184,0,ATCC 21074 
26452302,0,ATCC 19430 
26452302,1,ATCC 7966 
26451916,0,ATCC  
26450729,0,ATCC 27853 
26449712,0,ATCC 19397 
26449712,1,ATCC 19397 
26448788,0,ATCC 33277 
26441884,0,ATCC 824 
26441884,1,ATCC 824 
26441884,2,ATCC 824 
26441884,3,ATCC 824 
26441884,4,ATCC 824 
26441884,5,ATCC 824 
26439318,0,ATCC 13032 
26438831,0,ATCC 15439 
26438488,0,ATCC 29133 
26435649,0,ATCC 29342 
26435513,0,ATCC 27294 
26434927,0,ATCC 6051 
26432704,0,ATCC 6919T 
26432330,0,ATCC STR 
26431800,0,ATCC 27796 
26428921,0,ATCC 53608 
26420036,0,ATCC 17978 
26420036,1,ATCC strains 
26419706,0,ATCC 9945 
28455035,0,ATCC 393 
26416873,0,ATCC 19606 
26416873,1,ATCC 19606 
26416873,2,ATCC 19606 
26416832,0,ATCC 31831 
26416832,1,ATCC 31831 
26415543,0,ATCC 14579 
26413070,0,ATCC 9027 
26413070,1,ATCC  
26410554,0,ATCC 14917T 
26410078,0,ATCC 33313T 
26408878,0,ATCC 6051 
26408878,1,ATCC 12600 
26408878,2,ATCC 11775 
26408878,3,ATCC 10145 
26408871,0,ATCC 8739 
26408871,1,ATCC 9027 
26408871,2,ATCC 6538 
26405848,0,ATCC and 
26405033,0,ATCC 29133 
26404657,0,ATCC 25922 
26404657,1,ATCC 25923 
26404610,0,ATCC 29213 
26404593,0,ATCC 25549 
26403594,0,ATCC 6538 
26403594,1,ATCC 19615 
26403594,2,ATCC 10536 
26403594,3,ATCC 10231 
26402869,0,ATCC 56304 
26398897,0,ATCC 53013 
26394793,0,ATCC 49307T 
26393571,0,ATCC 29213 
26393571,1,ATCC 700699 
26393571,2,ATCC 14990 
26393571,3,ATCC 25922 
26392394,0,ATCC BAA1064 
26392394,1,ATCC 12373 
26392394,2,ATCC BAA946 
26392137,0,ATCC 21420 
26387643,0,ATCC 33277 
26387643,1,ATCC 33277 
26387643,2,ATCC 33277 
26387643,3,ATCC 33277 
26386982,0,ATCC 10500 
26386829,0,ATCC 7469 
26386398,0,ATCC 35072 
26386398,1,ATCC 38549 
26386202,0,ATCC 3502 
26384711,0,ATCC  
26383656,0,ATCC 33236 
26379240,0,ATCC 19606T 
26378286,0,ATCC 49226 
26377009,0,ATCC 27853 
26376157,0,ATCC 43330 
26376157,1,ATCC 25923 
26376157,2,ATCC 43330 
26376157,3,ATCC 25923 
26374477,0,ATCC 13382 
26374477,1,ATCC 13382 
26373299,0,ATCC cell 
26360679,0,ATCC 25922 
26360679,1,ATCC 27853 
26358917,0,ATCC 25016 
26358609,0,ATCC 51559 
26358577,0,ATCC laboratory 
26358096,0,ATCC 33277 
26356113,0,ATCC 27405 
26354353,0,ATCC strains 
26354353,1,ATCC strains 
26354335,0,ATCC 21756T 
26354335,1,ATCC 15253T 
26354335,2,ATCC 21756T 
26354335,3,ATCC 15253T 
26354083,0,ATCC 27102T 
26354083,1,ATCC 25243T 
26354083,2,ATCC 25242T 
26349561,0,ATCC 10231 
26349481,0,ATCC 29734 
26349481,1,ATCC 27803 
26348390,0,ATCC 43879 
26347298,0,ATCC 35696 
26347298,1,ATCC 9027 
26347298,2,ATCC A1078 
26347298,3,ATCC 25586 
26347298,4,ATCC 25611 
26347298,5,ATCC 10790 
26346480,0,ATCC 49903 
26344983,0,ATCC 393 
26344590,0,ATCC 6633 
26344590,1,ATCC 6538 
26344590,2,ATCC 8739 
26344590,3,ATCC 9027 
26344281,0,ATCC 53524 
26344281,1,ATCC 23769 
26344064,0,ATCC 11775 
26342699,0,ATCC 10231 
26341641,0,ATCC 15521 
26341641,1,ATCC 15521 
26341210,0,ATCC 11924 
26341210,1,ATCC 11924 
26337770,0,ATCC 25923 
26337101,0,ATCC 15697 
26333486,0,ATCC 50142 
26332985,0,ATCC 1015 
26330857,0,ATCC 23055 
26330553,0,ATCC 33257 
26321825,0,ATCC 33277 
26320708,0,ATCC 824 
26320708,1,ATCC 824 
26319981,0,ATCC 33277 
26319874,0,ATCC 33656 
26319874,1,ATCC 33656 
26319874,2,ATCC 33656 
26319729,0,ATCC 35150 
26319722,0,ATCC 31282 
26319567,0,ATCC 53608 
26315820,0,ATCC 15834 
26315820,1,ATCC 15834 
28911698,0,ATCC 25923 
26313925,0,ATCC 33934T 
26313278,0,ATCC 10231 
26312933,0,ATCC 6457 
26311842,0,ATCC 10031 
26311842,1,ATCC 10031 
26310860,0,ATCC 29213 
26310860,1,ATCC 43300 
26305629,0,ATCC 25922 
26304108,0,ATCC 6538 
26304108,1,ATCC 6633 
26304108,2,ATCC 35218 
26304108,3,ATCC 13525 
26300858,0,ATCC 25922 
26300858,1,ATCC 13883 
26300640,0,ATCC 18804 
26298758,0,ATCC 31616 
26297032,0,ATCC 27651T 
26297007,0,ATCC 29496T 
26296999,0,ATCC C 
26296999,1,ATCC strains 
26296931,0,ATCC 204094 
26296776,0,ATCC 49577T 
26296768,0,ATCC 33466T 
26296768,1,ATCC 35048T 
26296340,0,ATCC 90030 
26294065,0,ATCC 6249 
26287512,0,ATCC  
26287512,1,ATCC  
26287512,2,ATCC  
26286530,0,ATCC 25201T 
26286530,1,ATCC 33172T 
26283630,0,ATCC 33591 
26283630,1,ATCC 33592 
26281002,0,ATCC 29212 
26279142,0,ATCC 8014 
26277277,0,ATCC 19606 
26272659,0,ATCC 25923 
26272659,1,ATCC 43300 
26272659,2,ATCC 25923 
26272659,3,ATCC 25922 
26269005,0,ATCC 35512 
26268929,0,ATCC 842T 
26260746,0,ATCC 64124 
26260746,1,ATCC 10231 
26260119,0,ATCC 25923 
26253156,0,ATCC 8688a 
26253156,1,ATCC 10028b 
26251498,0,ATCC 15713 
26249708,0,ATCC 51142 
26249708,1,ATCC 51142 
26249707,0,ATCC 824 
26249670,0,ATCC 33277 
26246739,0,ATCC 29212 
26245866,0,ATCC 8739 
26245866,1,ATCC 11296 
26245866,2,ATCC 13048 
26243148,0,ATCC reference 
26241851,0,ATCC 14579 
26241493,0,ATCC cell 
26237683,0,ATCC 13182 
26237683,1,ATCC 13182 
26235411,0,ATCC 7953 
26235165,0,ATCC 8688a 
26235165,1,ATCC 10060 
26235165,2,ATCC 7159 
26235165,3,ATCC 9628 
26235130,0,ATCC 13032 
26227778,0,ATCC breast 
26227605,0,ATCC 15151 
26225951,0,ATCC 25175 
26225951,1,ATCC 10556 
26225951,2,ATCC 9811 
26224427,0,ATCC 20235 
26224347,0,ATCC 19606 
26221957,0,ATCC 6538 
26221957,1,ATCC 6633 
26221957,2,ATCC 8739 
26220579,0,ATCC 9027 
26220068,0,ATCC and 
26220068,1,ATCC strains 
26220068,2,ATCC 43504 
26220068,3,ATCC 49503 
26217729,0,ATCC 7644 
26217677,0,ATCC 25922 
26216208,0,ATCC 12692 
26213382,0,ATCC 17978 
26213382,1,ATCC 19606 
26213382,2,ATCC 19606 
26213382,3,ATCC 17978 
26213382,4,ATCC 17978 
26213382,5,ATCC 19606 
26213382,6,ATCC 17978 
26213381,0,ATCC 29213 
26213381,1,ATCC 700787 
26213381,2,ATCC 700698 
26213381,3,ATCC 12228 
26210291,0,ATCC 25775 
26210151,0,ATCC 15697 
26210151,1,ATCC 15697 
26210151,2,ATCC 15697 
26210151,3,ATCC 15697 
26210148,0,ATCC 200183 
26206741,0,ATCC 17699 
26207987,0,ATCC 14579 
26207753,0,ATCC 53733 
26205873,0,ATCC 35150 
26205869,0,ATCC 33958 
26205869,1,ATCC 33958 
26205869,2,ATCC 33958 
26203343,0,ATCC 19392 
26202995,0,ATCC PTA 
26202123,0,ATCC strains 
26202123,1,ATCC and 
26201481,0,ATCC 4277 
26201481,1,ATCC 4277 
26195654,0,ATCC 19162 
26195654,1,ATCC 19162 
26195654,2,ATCC 19162 
26194694,0,ATCC 51366 
26194328,0,ATCC 15834 
26194328,1,ATCC 10231 
26194100,0,ATCC n 
26187963,0,ATCC 39073 
26187955,0,ATCC 27064 
26187822,0,ATCC 42895 
26185592,0,ATCC 9950 
26185125,0,ATCC FIV 
26185111,0,ATCC 19659 
26185111,1,ATCC 3584 
26179637,0,ATCC 11229 
26177986,0,ATCC 25253 
26177844,0,ATCC 53650 
26171362,0,ATCC 10556 
26171362,1,ATCC 10556 
26171362,2,ATCC 27607 
26171362,3,ATCC 35608 
26169402,0,ATCC 25923 
26168906,0,ATCC 13032 
26167821,0,ATCC 6258 
26167821,1,ATCC 22019 
26167821,2,ATCC 10231 
26167821,3,ATCC 32268 
26167817,0,ATCC 25923 
26162875,0,ATCC 35405 
26162787,0,ATCC 25922 
26162438,0,ATCC 49387 
26162260,0,ATCC 29212 
26162029,0,ATCC cell 
26162029,1,ATCC 29213 
26160112,0,ATCC 25923 
26159776,0,ATCC 19433 
26159538,0,ATCC 33131 
26159080,0,ATCC 9723 
26154892,0,ATCC 29149 
26154498,0,ATCC 33668 
26154370,0,ATCC 6258 
26153364,0,ATCC 24066 
26153364,1,ATCC 24066 
26153364,2,ATCC 24066 
26147829,0,ATCC 334 
26147582,0,ATCC 10876 
26147582,1,ATCC 43890 
26147582,2,ATCC 49444 
26146655,0,ATCC 25923 
26146655,1,ATCC 14990 
26143056,0,ATCC  
26142846,0,ATCC 51815 
26142846,1,ATCC 51815 
26142843,0,ATCC 4356 
26142843,1,ATCC BAA52 
26142475,0,ATCC 19250 
26142460,0,ATCC 33277 
26141495,0,ATCC 6538 
26141495,1,ATCC 4352 
26138525,0,ATCC 29212 
26138394,0,ATCC 43961 
26136730,0,ATCC 12598 
26136728,0,ATCC 25923 
26136174,0,ATCC 8739 
26134574,0,ATCC 13032 
26134534,0,ATCC 13813 
26133513,0,ATCC 33090 
26125555,0,ATCC 25923 
26125555,1,ATCC 15692 
26123178,0,ATCC 393 
26123178,1,ATCC 393 
26117599,0,ATCC 35151 
26117599,1,ATCC 12055 
26112961,0,ATCC 9341 
26109513,0,ATCC 25923 
26109513,1,ATCC 6538 
26109508,0,ATCC 49982 
26106377,0,ATCC 35984 
26106377,1,ATCC 25923 
26106377,2,ATCC 25922 
26106377,3,ATCC 13883 
26106370,0,ATCC 46645 
26101185,0,ATCC 15697 
26100881,0,ATCC 824 
26100706,0,ATCC 25922 
26097333,0,ATCC 24433 
26097333,1,ATCC 24212 
26097235,0,ATCC 15697 
26095545,0,ATCC 6538 
26095545,1,ATCC 8739 
26094502,0,ATCC 12373 
26094502,1,ATCC 12373 
26094502,2,ATCC 12373 
26094502,3,ATCC 12373 
26092449,0,ATCC 53103 
26092181,0,ATCC 25922 
26092181,1,ATCC 25923 
26091285,0,ATCC 39691 
26089433,0,ATCC 11528 
26085470,0,ATCC 27952 
26083088,0,ATCC lineages 
26082989,0,ATCC 31532 
26081038,0,ATCC 12472 
26079509,0,ATCC 49256 
26079401,0,ATCC 29213 
26077933,0,ATCC 25923 
26077933,1,ATCC 14990 
26077933,2,ATCC 14990 
26077933,3,ATCC 25923 
26077886,0,ATCC 29213 
26077886,1,ATCC 700699 
26067981,0,ATCC 43037 
26067230,0,ATCC 33591 
26067229,0,ATCC  
26067229,1,ATCC  
26064946,0,ATCC collection 
26062809,0,ATCC 13032 
26062809,1,ATCC 13032 
26061173,0,ATCC 4412 
26059863,0,ATCC 12472 
26057991,0,ATCC 17978 
26057109,0,ATCC 3502 
26057109,1,ATCC 3502 
26056055,0,ATCC 12104 
26056055,1,ATCC 9811 
26055688,0,ATCC 17978 
26055433,0,ATCC 29212 
26055433,1,ATCC 700802 
26048937,0,ATCC 53103 
26048133,0,ATCC  
26048133,1,ATCC bacteria 
26048133,2,ATCC 25922 
26048133,3,ATCC 27833 
26048133,4,ATCC 25923 
26047954,0,ATCC 17978 
26044057,0,ATCC 6633 
26043853,0,ATCC 36907 
26043853,1,ATCC 36907 
26043853,2,ATCC 36907 
26043159,0,ATCC 12646 
26041043,0,ATCC 25922 
26041027,0,ATCC 33277 
26041027,1,ATCC 53978 
26034537,0,ATCC 49766 
26034537,1,ATCC 49766 
26034341,0,ATCC  
26033734,0,ATCC 6538 
26033734,1,ATCC 6538 
26033734,2,ATCC 6538 
26033732,0,ATCC  
26033732,1,ATCC 19977 
26033732,2,ATCC strain 
26033732,3,ATCC strain 
26029671,0,ATCC strains 
26029671,1,ATCC 6538 
26029671,2,ATCC 8739 
26029671,3,ATCC 9027 
26028441,0,ATCC 29213 
32288593,0,ATCC 12407 
26023642,0,ATCC 21293 
26023642,1,ATCC 3268 
26023642,2,ATCC 2592 
26023642,3,ATCC 183 
26021923,0,ATCC 35752 
26021549,0,ATCC 17802 
26019656,0,ATCC 21332 
26019629,0,ATCC 9027 
26019629,1,ATCC 9027 
26017037,0,ATCC 700603 
26017037,1,ATCC  
26017037,2,ATCC  
26017037,3,ATCC has 
26014369,0,ATCC 824 
26014369,1,ATCC 824 
26014369,2,ATCC 824 
26014369,3,ATCC 824 
26014369,4,ATCC 824 
26014286,0,ATCC 7966 
26013561,0,ATCC 42464 
26013561,1,ATCC 42464 
26013561,2,ATCC 42464 
26007246,0,ATCC 27853 
26007185,0,ATCC 25922 
26007185,1,ATCC 29212 
26007185,2,ATCC 25923 
26007173,0,ATCC 10231 
26007173,1,ATCC 32264 
26004804,0,ATCC 9341 
26004722,0,ATCC 14028 
26004269,0,ATCC 25923 
26003302,0,ATCC  
26003302,1,ATCC  
26002632,0,ATCC 824 
26002632,1,ATCC 824 
26002505,0,ATCC 25922 
26002505,1,ATCC 29213 
26001707,0,ATCC 33277 
25999574,0,ATCC 25294 
25999563,0,ATCC 48735 
25999562,0,ATCC 6051a 
25999562,1,ATCC 6051a 
25997494,0,ATCC  
25996521,0,ATCC 9080 
25996521,1,ATCC 9080 
25993100,0,ATCC 23344 
25992336,0,ATCC  
25992336,1,ATCC 12598 
25992336,2,ATCC 35550 
25992336,3,ATCC 25922 
25991555,0,ATCC 12228 
25990488,0,ATCC 33186 
25987542,0,ATCC 14579 
25986904,0,ATCC 39727 
25986904,1,ATCC 39727 
25985830,0,ATCC 49840 
25982731,0,ATCC 25923 
25979892,0,ATCC 51888 
25979598,0,ATCC collection 
25977443,0,ATCC 43280 
25977285,0,ATCC 7061T 
25973856,0,ATCC 51142 
25972417,0,ATCC 25922 
25968331,0,ATCC 43816 
25968331,1,ATCC 43816 
25964518,0,ATCC 35048T 
25963162,0,ATCC 13311 
25956541,0,ATCC 10231 
25954830,0,ATCC 25923 
25954830,1,ATCC 27853 
25954830,2,ATCC 25922 
25954253,0,ATCC 43037 
25953484,0,ATCC 43037 
25953181,0,ATCC BAA314 
25953181,1,ATCC 700518 
25953181,2,ATCC 700519 
25953159,0,ATCC 51459 
25952619,0,ATCC and 
25952111,0,ATCC 14053 
25951398,0,ATCC 29544 
25951398,1,ATCC 29544 
25951387,0,ATCC 8042 
25951387,1,ATCC 8042 
25951387,2,ATCC 8042 
25951387,3,ATCC 8042 
25951387,4,ATCC 8042 
25947926,0,ATCC 29863 
25947926,1,ATCC 49531 
25946551,0,ATCC 14580 
25943991,0,ATCC 824 
25943991,1,ATCC 13047 
25943991,2,ATCC 824 
25943991,3,ATCC 13047 
25943991,4,ATCC 13047 
25943991,5,ATCC 824 
25943628,0,ATCC  
25943361,0,ATCC 43733T 
25943361,1,ATCC 43733T 
25943361,2,ATCC 43733T 
25943361,3,ATCC 43733T 
25941217,0,ATCC 700057 
25941217,1,ATCC 700057 
25940238,0,ATCC 8042 
25937262,0,ATCC 3502 
25937262,1,ATCC 3502 
25937262,2,ATCC 3502 
25934615,0,ATCC 13706 
25933529,0,ATCC 53524 
25932976,0,ATCC 27294 
25932976,1,ATCC 25177 
25931373,0,ATCC 22214 
25930687,0,ATCC 12022 
25930687,1,ATCC 9290 
25930687,2,ATCC 23715 
25925969,0,ATCC 6538 
25925969,1,ATCC 6538 
25925969,2,ATCC 6538 
25925969,3,ATCC 25923 
25925153,0,ATCC 25923 
25925153,1,ATCC 7966 
25925153,2,ATCC 14028 
25925153,3,ATCC 25922 
25925153,4,ATCC 27853 
25924957,0,ATCC 43971 
25924957,1,ATCC 4698 
25924957,2,ATCC 11775 
25922852,0,ATCC 10863 
25917945,0,ATCC 43146 
25917514,0,ATCC 18804 
25917402,0,ATCC 33323 
25915861,0,ATCC 7469 
25915771,0,ATCC 39315 
25915607,0,ATCC 14468 
25914676,0,ATCC 29212 
25914676,1,ATCC 29212 
25913304,0,ATCC 25175 
25912316,0,ATCC 29133 
25904284,0,ATCC 11863 
25904284,1,ATCC 11863 
25904128,0,ATCC 13368 
25902872,0,ATCC 29213 
25898026,0,ATCC 14028 
25898026,1,ATCC 12228 
25898026,2,ATCC 29212 
25897406,0,ATCC 6051 
25896698,0,ATCC 17978 
25894463,0,ATCC 824 
25894295,0,ATCC 9642 
25892001,0,ATCC 25923 
25892001,1,ATCC 25923 
25890176,0,ATCC 13368 
25888680,0,ATCC 700728 
25888680,1,ATCC 23716 
25888173,0,ATCC 35405 
25886244,0,ATCC 10231 
25885688,0,ATCC 9595 
25883297,0,ATCC 49782 
25881868,0,ATCC 7966 
25881066,0,ATCC 11778 
25881066,1,ATCC 29212 
25881066,2,ATCC 8739 
25881066,3,ATCC 33420 
25881066,4,ATCC 14028 
25881066,5,ATCC 25875 
25881066,6,ATCC 12600 
25880164,0,ATCC 11741 
25880122,0,ATCC 25745 
25879586,0,ATCC 43300 
25879162,0,ATCC 31382 
25878261,0,ATCC 33076 
25877399,0,ATCC 9046 
25874813,0,ATCC strains 
25873374,0,ATCC 53103 
25873374,1,ATCC 53103 
25873256,0,ATCC 750 
25870012,0,ATCC 35640 
25867337,0,ATCC 824 
25863667,0,ATCC 10970 
25862353,0,ATCC 15442 
25862353,1,ATCC 9027 
25862353,2,ATCC 8739 
25862353,3,ATCC 33090 
25862353,4,ATCC 8739 
25860696,0,ATCC 25416 
25860696,1,ATCC 25416 
25860122,0,ATCC 25922 
25860122,1,ATCC 43335 
25860021,0,ATCC 23344 
25859852,0,ATCC 9027 
25859852,1,ATCC 10231 
25859852,2,ATCC 8739 
25859394,0,ATCC 64124 
25858248,0,ATCC 13253 
25856680,0,ATCC 25923 
25856680,1,ATCC 43300 
25853063,0,ATCC 25923 
25853059,0,ATCC 14706 
25853059,1,ATCC 14706 
25853059,2,ATCC 14706 
25852990,0,ATCC 4875 
25851718,0,ATCC 824 
25851592,0,ATCC 35469 
25851592,1,ATCC 11775 
25851592,2,ATCC 33821 
25849802,0,ATCC 25922 
25849802,1,ATCC 25923 
25846722,0,ATCC 6538 
25846722,1,ATCC 12228 
25846722,2,ATCC 15442 
25846722,3,ATCC 25922 
25846722,4,ATCC 13315 
25846722,5,ATCC 10231 
25846336,0,ATCC 43961 
25845400,0,ATCC 25923 
25845400,1,ATCC 27853 
25845400,2,ATCC 25922 
25844864,0,ATCC 14028 
25843022,0,ATCC 8739 
25841372,0,ATCC 43893 
25840873,0,ATCC 29253 
25838894,0,ATCC 12228 
25838894,1,ATCC 35984 
25837813,0,ATCC 12453 
25837563,0,ATCC 9027 
25837563,1,ATCC 9027 
25834720,0,ATCC 25922 
25834720,1,ATCC 29523 
25831954,0,ATCC 43037 
25831098,0,ATCC 29212 
25828734,0,ATCC 51142 
25826042,0,ATCC 25923 
25822482,0,ATCC 29413 
25821995,0,ATCC 35984 
25821995,1,ATCC 12228 
25820207,0,ATCC 1330 
25817814,0,ATCC 30234 
25817814,1,ATCC 33152 
25815317,0,ATCC 25922 
25815317,1,ATCC 29212 
25814590,0,ATCC 45025 
25813395,0,ATCC 51916 
25813395,1,ATCC 51916 
25811023,0,ATCC 15834 
25809214,0,ATCC 11842 
25808963,0,ATCC  
25807976,0,ATCC 33301T 
25807976,1,ATCC 33301T 
25807976,2,ATCC 33301T 
25807976,3,ATCC 33301T 
25807976,4,ATCC 33301T 
25807296,0,ATCC 62342 
25805905,0,ATCC 19367 
25805905,1,ATCC 19367 
25805900,0,ATCC 19397 
25805900,1,ATCC 3502 
25804337,0,ATCC 29413 
25802711,0,ATCC 27607 
25802711,1,ATCC 10556 
25802711,2,ATCC 27607 
25802711,3,ATCC 9222 
25802711,4,ATCC 35608 
25801684,0,ATCC 17908 
25800527,0,ATCC 12228 
25799411,0,ATCC 13032 
25799110,0,ATCC  
25797391,0,ATCC 484 
25794720,0,ATCC 15697 
25794720,1,ATCC 15703 
25791003,0,ATCC 12980 
25791002,0,ATCC 15521 
25790499,0,ATCC strain 
25790484,0,ATCC 13032 
25789875,0,ATCC 53103 
25786399,0,ATCC 9046 
25783026,0,ATCC 15834 
25780272,0,ATCC 19374 
25778930,0,ATCC 10028B 
25778930,1,ATCC 8688A 
25778390,0,ATCC 17903 
25777982,0,ATCC 11229 
25777982,1,ATCC 25922 
25777982,2,ATCC 700603 
25777982,3,ATCC 27853 
25776607,0,ATCC 700603 
25775001,0,ATCC bacterial 
25774273,0,ATCC 14028 
25773477,0,ATCC 12472 
25772335,0,ATCC 700802 
25770780,0,ATCC 10500 
27800376,0,ATCC 7644 
25769111,0,ATCC 50646 
25767606,0,ATCC LGC 
25767225,0,ATCC 26601 
25767217,0,ATCC  
25767217,1,ATCC medium 
25766665,0,ATCC 700819 
25765829,0,ATCC 51299 
25765829,1,ATCC 25922 
25763303,0,ATCC 19111 
25763303,1,ATCC 8739 
25763303,2,ATCC 14028 
25763303,3,ATCC 11778 
25762191,0,ATCC 25922 
25762191,1,ATCC 6538 
25761684,0,ATCC 19609 
25761684,1,ATCC 19609 
25761520,0,ATCC 824 
25760553,0,ATCC 53103 
25759162,0,ATCC 4277 
25757145,0,ATCC 25923 
25749322,0,ATCC 35984 
25748842,0,ATCC 25922 
25748842,1,ATCC 6538 
25748842,2,ATCC 9372 
25747129,0,ATCC  
25747129,1,ATCC strain 
25746995,0,ATCC 12600 
25746995,1,ATCC 12600 
25746995,2,ATCC 12600 
25746995,3,ATCC 12600 
25746991,0,ATCC 19606 
25742153,0,ATCC 33277 
25742119,0,ATCC 14579 
25738966,0,ATCC 17699 
25738966,1,ATCC 9144 
25738731,0,ATCC 23344 
25736893,0,ATCC 51142 
25736415,0,ATCC 27533T 
25736411,0,ATCC collections 
25736411,1,ATCC 33669T 
25736411,2,ATCC 33669T 
25736411,3,ATCC 33669T 
25736411,4,ATCC 33669T 
25736267,0,ATCC 11859 
25727186,0,ATCC 14579 
25724953,0,ATCC 23877 
25724953,1,ATCC 23877 
25724729,0,ATCC 7644 
25722982,0,ATCC 10231 
25720844,0,ATCC BAA 
25719877,0,ATCC 25922 
25719877,1,ATCC 2366 
25719877,2,ATCC 25922 
25719877,3,ATCC 2366 
25716827,0,ATCC 12478 
25716569,0,ATCC 25922 
25716124,0,ATCC 25922 
25716124,1,ATCC 12022 
25716124,2,ATCC 27853 
25716124,3,ATCC 14028 
25716124,4,ATCC 25923 
25716124,5,ATCC 6051 
25714496,0,ATCC 19606 
25714074,0,ATCC 18804 
25712316,0,ATCC 49619 
25712037,0,ATCC 30254 
25710362,0,ATCC 6538 
25710362,1,ATCC 14458 
25710362,2,ATCC 10799 
25710153,0,ATCC 14028 
25710153,1,ATCC 14028 
25710153,2,ATCC 14028 
25707833,0,ATCC  
25706731,0,ATCC 10231 
25706731,1,ATCC 90030 
25706731,2,ATCC 1021 
25706731,3,ATCC 6258 
25706731,4,ATCC 22019 
25706731,5,ATCC 10231 
25704702,0,ATCC 393 
25700814,0,ATCC 13032 
25700419,0,ATCC 6013 
25700395,0,ATCC 60325 
25700364,0,ATCC 14579 
25700364,1,ATCC 10987 
25700364,2,ATCC 10987 
25697605,0,ATCC 10231 
25697605,1,ATCC 29213 
25697605,2,ATCC 25922 
25697605,3,ATCC 27853 
25697605,4,ATCC 11758 
25697605,5,ATCC 19435 
25694050,0,ATCC 23779 
25692135,0,ATCC 29213 
25691882,0,ATCC 10881 
25689994,0,ATCC strain 
25689133,0,ATCC 51756 
25687349,0,ATCC 29050 
25687349,1,ATCC 15420 
25687014,0,ATCC 8739 
25687014,1,ATCC 6538 
25687014,2,ATCC 6633 
25686593,0,ATCC 90028 
